Title,Authors,Year of Publication,DOI
"Air Free-Cooled Tropical Data Center: Design, Evaluation, and Learned Lessons","Le, Liu, Wang, Tan, Ngoh",2022,https://doi.org/10.1109/TSUSC.2021.3132927
IEEE ICCI*CC Series in Year 20: Latest Advances in Cognitive Informatics and Cognitive Computing towards General AI (Plenary Panel Report-I),"Wang, Widrow, Pedrycz, Berwick, Soda, Kwong, Kaynak, Regazzoni, Chan, Gavrilova, Wang",2021,https://doi.org/10.1109/ICCICC53683.2021.9811324
The Edge-to-Cloud Continuum,Milojicic,2020,https://doi.org/10.1109/MC.2020.3007297
Towards a Roadmap on Software Engineering for Responsible AI,"Lu, Zhu, Xu, Whittle, Xing",2022,https://doi.org/10.1145/3522664.3528607
A Conceptual Antifragile Microservice Framework for Reshaping Critical Infrastructures,"Bangui, Rossi, Buhnova",2022,https://doi.org/10.1109/ICSME55016.2022.00040
Design of Power Communication Panoramic Interactive Anti-Accident Exercise System,"Geng, Hao, Liu, Gao, Lin, Sun",2022,https://doi.org/10.1109/ICCSIE56462.2022.00018
"IT Professional—Accomplishments, Recognitions, and Plans",Bojanova,2021,https://doi.org/10.1109/MITP.2020.3048454
A next-generation platform for Cyber Range-as-a-Service,Orbinato,2021,https://doi.org/10.1109/ISSREW53611.2021.00094
When Digital Economy Meets Web3.0: Applications and Challenges,"Chen, Zhang, Li, Liao, Zhao, Zheng, Huang, Wu",2022,https://doi.org/10.1109/OJCS.2022.3217565
Agile Systems Engineering,"Ebert, Kirschke-Biller",2021,https://doi.org/10.1109/MS.2021.3071806
Research on The Development of Commercial Digital Economy Based on Information Driven,"Zhang, Zhang",2022,https://doi.org/10.1109/CACML55074.2022.00123
Everything You Always Wanted to Know About Embedded Trace,"Preußer, Gautham, Rajagopala, Elks, Weiss",2022,https://doi.org/10.1109/MC.2021.3098965
Game-theory strategies for open-source Infrastructure-as-Code,"Ruiz, Nedeltcheva",2023,https://doi.org/10.1109/ICSA-C57050.2023.00075
Scientific Data Management for Interconnected Critical Infrastructure Systems,Weaver,2021,https://doi.org/10.1109/JCDL52503.2021.00031
Quantum Deductive Simulation for Logic Functions,"Hahanov, Hacimahmud, Litvinova, Chumachenko, Hahanova",2018,https://doi.org/10.1109/EWDTS.2018.8524619
Simulation System of Digital Media 3D Art Design Based on Artificial Intelligence,Zhao,2022,https://doi.org/10.1109/AIoTCs58181.2022.00091
"Financial Crimes in Web3-Empowered Metaverse: Taxonomy, Countermeasures, and Opportunities","Wu, Lin, Lin, Zheng, Huang, Zheng",2023,https://doi.org/10.1109/OJCS.2023.3245801
FastSlowMo: Federated Learning With Combined Worker and Aggregator Momenta,"Yang, Fu, Bao, Yuan, Zomaya",2023,https://doi.org/10.1109/TAI.2022.3187678
Towards Sustainable Digital Transformation,"Gils, Weigand",2020,https://doi.org/10.1109/CBI49978.2020.00019
Welcome Message from the General Chairs,No authors,2022,https://doi.org/10.1109/ICME52920.2022.9859798
Blockchain and Federated Reinforcement Learning for Vehicle-to-Everything Energy Trading in Smart Grids,"Moniruzzaman, Yassine, Benlamri",2024,https://doi.org/10.1109/TAI.2023.3262597
Southbound Message Delivery With Virtual Network Topology Awareness in Clouds,"Zhao, Luo, Xu, Chung, Xie",2023,https://doi.org/10.1109/TNET.2022.3190730
CyberDefender: an integrated intelligent defense framework for digital-twin-based industrial cyber-physical systems,"S. Krishnaveni, Thomas M. Chen, ... B. Amutha",2024,https://doi.org/10.1007/s10586-024-04320-x
Cyber-physical systems: a bibliometric analysis of literature,"Nitin Singh, Prabin Kumar Panigrahi, ... Sajjad M. Jasimuddin",2024,https://doi.org/10.1007/s10586-024-04320-x
An Integration of Digital Twin and 6G Edge Computing Approach to Secure Cyber Physical Systems,"R. Suganya, Ajmeera Kiran, ... A. Nageswaran",2024,https://doi.org/10.1007/s10586-024-04320-x
Secure Software Development Life Cycle: An Approach to Reduce the Risks of Cyber Attacks in Cyber Physical Systems and Digital Twins,"Radha Seelaboyina, Sai Prakash Chary Vadla, ... Veena Vani Pedduri",2024,https://doi.org/10.1007/s10586-024-04320-x
Enhancing attack resilience of cyber-physical systems through state dependency graph models,"Konstantinos Adamos, George Stergiopoulos, ... Dimitris Gritzalis",2024,https://doi.org/10.1007/s10586-024-04320-x
Exploratory Project of Digital Twin Technology in Cyber-Physical Systems,"Irony Nunes de Oliveira, Hanameel Carlos Vieira Gomes, ... Cícero Roberto Garcez",2024,https://doi.org/10.1007/s10586-024-04320-x
ViSE: Digital Twin Exploration for Automotive Functional Safety and Cybersecurity,"Md Rafiul Kabir, Sandip Ray",2024,https://doi.org/10.1007/s10586-024-04320-x
A review of digital twins and their application in cybersecurity based on artificial intelligence,"Mohammadhossein Homaei, Óscar Mogollón-Gutiérrez, ... Andrés Caro",2024,https://doi.org/10.1007/s10586-024-04320-x
"Cyber Resilience of Cyber-Physical Systems and Machine Learning, a Scoping Review","João Pavão, Rute Bastardo, Nelson Pacheco Rocha",2024,https://doi.org/10.1007/s10586-024-04320-x
MSOA: A modular service-oriented architecture to integrate mobile manipulators as cyber-physical systems,"Nooshin Ghodsian, Khaled Benfriha, ... Aurélien Arnou",2024,https://doi.org/10.1007/s10586-024-04320-x
Cyber-Physical System Converged Digital Twin for Secure Patient Monitoring and Attack Detection,"Jiang Xing, Dandan Wang, ... Lijie Li",2024,https://doi.org/10.1007/s10586-024-04320-x
Analysis of Cross-Domain Security and Privacy Aspects of Cyber-Physical Systems,"Kamal Prasat, S. Sanjay, ... Ramani Selvanambi",2024,https://doi.org/10.1007/s10586-024-04320-x
A Survey of Cyber-physical Systems Applications (2017–2022),"Nastaran Jadidi, Mohsen Varmazyar",2024,https://doi.org/10.1007/s10586-024-04320-x
"An Analysis Study of Security Threats, Vulnerabilities Challenges of Cyber-Physical Systems","Javaid Ahmad Wani, Samayveer Sing, ... Pradeep Kumar Singh",2024,https://doi.org/10.1007/s10586-024-04320-x
Digital twins: artificial intelligence and the IoT cyber-physical systems in Industry 4.0,"Petar Radanliev, David De Roure, ... Omar Santos",2024,https://doi.org/10.1007/s10586-024-04320-x
Cyber Physical Integrated Digital Twin Network Model for Enterprise Producing High-Performing Logistics,"Yang Pu, Xingchen Pan, ... Mengtian Zhang",2024,https://doi.org/10.1007/s10586-024-04320-x
A new enhanced cyber security framework for medical cyber physical systems,"Ishaani Priyadarshini, Raghvendra Kumar, ... Sakshi Rai",2024,https://doi.org/10.1007/s10586-024-04320-x
Integration of Cyber Physical Systems and Data Science into the Built Environment Lifecycle,"Luke Desmond, Mohamed Salama",2024,https://doi.org/10.1007/s10586-024-04320-x
Fault Tolerance in Cyber-Physical Systems,Federica Pascucci,2024,https://doi.org/10.1007/s10586-024-04320-x
Safety in Cyber-Physical Systems,Vasileios Gkioulos,2024,https://doi.org/10.1007/s10586-024-04320-x
"Lessons Learned and Future Directions for Security, Resilience and Artificial Intelligence in Cyber Physical Systems","J. Sukarno Mertoguno, Gregory Briskin, ... Kyung Kwak",2024,https://doi.org/10.1007/s12083-023-01507-8
Cyber-Physical Systems in Decarbonisation,"Oliver Inderwildi, Chuan Zhang, Markus Kraft",2024,https://doi.org/10.1007/s12083-023-01507-8
A Hybrid Dynamic Risk Analysis Methodology for Cyber-Physical Systems,"Christos Lyvas, Konstantinos Maliatsos, ... Athanasios Kanatas",2024,https://doi.org/10.1007/s12083-023-01507-8
A Survey of Cyber-Physical Systems Applications (2017–2022),"Nastaran Jadidi, Mohsen Varmazyar",2024,https://doi.org/10.1007/s12083-023-01507-8
TEA-EKHO-IDS: An intrusion detection system for industrial CPS with trustworthy explainable AI and enhanced krill herd optimization,"S. Sivamohan, S. S. Sridhar, S. Krishnaveni",2024,https://doi.org/10.1007/s12083-023-01507-8
Toward the Adoption of Secure Cyber Digital Twins to Enhance Cyber-Physical Systems Security,"Alessandra De Benedictis, Christiancarmine Esposito, Alessandra Somma",2024,https://doi.org/10.1007/s12083-023-01507-8
Robotics and Artificial Intelligence in the Nuclear Industry: From Teleoperation to Cyber Physical Systems,"Declan Shanahan, Ziwei Wang, Allahyar Montazeri",2024,https://doi.org/10.1007/s12083-023-01507-8
"A Review of the Concept, Applications, Risks and Control Strategies for Digital Twin","Farnaz Farid, Abubakar Bello, ... Razia Sultana",2024,https://doi.org/10.1007/s12083-023-01507-8
Examining the nexus of blockchain technology and digital twins: Bibliometric evidence and research trends,"Xiaozhi Ma, Wenbo Du, ... Hongping Yuan",2024,https://doi.org/10.1007/s12083-023-01507-8
Cognitive Digital Twins for Improving Security in IT-OT Enabled Healthcare Applications,"Sandeep Pirbhulal, Sabarathinam Chockalingam, ... Nathan Lau",2024,https://doi.org/10.1007/s12083-023-01507-8
Study I: Industrial Cyber-Physical Systems in a Systemic Perspective,Sascha Julian Oks,2024,https://doi.org/10.1007/s12083-023-01507-8
Dataset Generation Methodology: Towards Application of Machine Learning in Industrial Water Treatment Security,"Evgenia Novikova, Elena Fedorchenko, ... Igor Saenko",2024,https://doi.org/10.1007/s12083-023-01507-8
Cyber Manufacturing,"Matthew N. O. Sadiku, Abayomi J. Ajayi-Majebi, Philip O. Adebo",2024,https://doi.org/10.1007/s12083-023-01507-8
Human Factors and Security in Digital Twins: Challenges and Future Prospects,"Sanjay Misra, Kousik Barik, ... Sabarathinam Chockalingam",2024,https://doi.org/10.1007/s12083-023-01507-8
Data Protection and Security Enhancement in Cyber-Physical Systems Using AI and Blockchain,"K. Vignesh Saravanan, P. Jothi Thilaga, ... K. Vijayalakshmi",2024,https://doi.org/10.1007/s12083-023-01507-8
Securing critical infrastructures with a cybersecurity digital twin,"Massimiliano Masi, Giovanni Paolo Sellitto, ... Tanja Pavleska",2024,https://doi.org/10.1007/s12083-023-01507-8
"Cyber-Physical Systems in the Context of Industry 4.0: A Review, Categorization and Outlook","Sascha Julian Oks, Max Jalowski, ... Kathrin M. Möslein",2024,https://doi.org/10.1007/s12083-023-01507-8
Digital Twins Technologies,"Wenjuan Wang, Qasim Zaheer, ... Wenbo Hu",2024,https://doi.org/10.1007/s12083-023-01507-8
Study III: Industrial Cyber-Physical Systems in an Organizational Perspective,Sascha Julian Oks,2024,https://doi.org/10.1007/s12083-023-01507-8
Experiential Learning Through Immersive XR: Cybersecurity Education for Critical Infrastructures,"Anthony Lee, Kenneth King, ... Mohamed Azab",2024,https://doi.org/10.1007/s12083-023-01507-8
A Runtime Verification Framework for Cyber-Physical Systems Based on Data Analytics and LTL Formula Learning,"Ayodeji James Akande, Zhe Hou, ... Qinyi Li",2023,https://doi.org/10.1007/s10845-024-02453-9
A Low-Cost Environment for Teaching Fundamental Cybersecurity Concepts in CPS,"Kanthanet Tharot, Quoc Bao Duong, ... Jean-Marc Thiriet",2023,https://doi.org/10.1007/s10845-024-02453-9
Cyber Physical Systems in Manufacturing Engineers Education,"Zivana Jakovljevic, Dusan Nedeljkovic",2023,https://doi.org/10.1007/s10845-024-02453-9
An Assessment of the Cyber Security Challenges and Issues Associated with Cyber-Physical Power Systems,"Abubakar Bello, Farnaz Farid, Fahima Hossain",2023,https://doi.org/10.1007/s10845-024-02453-9
Integration of Digital Twins & Internet of Things,"Giancarlo Fortino, Claudio Savaglio",2023,https://doi.org/10.1007/s10845-024-02453-9
Revolutionizing sheet metal stamping through industry 5.0 digital twins: a comprehensive review,"Ossama Abou Ali Modad, Jason Ryska, ... Georges Ayoub",2023,https://doi.org/10.1007/s10845-024-02453-9
The Adaptive Strategies Improving Digital Twin Using the Internet of Things,"N. Venkateswarulu, P. Sunil Kumar Reddy, ... K. Suresh",2023,https://doi.org/10.1007/s10845-024-02453-9
"Integrating Digital Twins with IoT-Based Blockchain: Concept, Architecture, Challenges, and Future Scope","Ezz El-Din Hemdan, Walid El-Shafai, Amged Sayed",2023,https://doi.org/10.1007/s10845-024-02453-9
Digital Twin in Industry 4.0 and Beyond Applications,"Vukica Jovanovic, Murat Kuzlu, ... Nasibeh Zohrabi",2023,https://doi.org/10.1007/s10845-024-02453-9
Cybersecurity and Dependability for Digital Twins and the Internet of Things,Vartan Piroumian,2023,https://doi.org/10.1007/s10845-024-02453-9
Internet of Things,Amy Van Looy,2023,https://doi.org/10.1007/s10845-024-02453-9
"Deep learning applications in the Internet of Things: a review, tools, and future directions","Parisa Raoufi, Atefeh Hemmati, Amir Masoud Rahmani",2023,https://doi.org/10.1007/s10845-024-02453-9
Blockchain for Cyber-Physical Systems: Challenges and Applications,"Yassine Maleh, Swathi Lakkineni, ... Ahmed A. AbdEl-Latif",2023,https://doi.org/10.1007/s10845-024-02453-9
A study on building awareness in cyber security for educational system in India using interpretive structural modellings,"Sachi Nandan Mohanty, Tilottama Singh, ... Rakesh Kumar",2023,https://doi.org/10.1007/s10845-024-02453-9
"A Survey of Digital Twin for Industry 4.0: Benefits, Challenges and Opportunities","Tejaswini R. Murgod, S. Meenakshi Sundaram, ... Pandiyanathan Murugesan",2023,https://doi.org/10.1007/s10845-024-02453-9
Special Issue on Cybersecurity Management in the Era of AI,"Moayad Aloqaily, Salil Kanhere, ... Michele Nogueira",2023,https://doi.org/10.1007/s10845-024-02453-9
A Cognitive Digital Twin Architecture for Cybersecurity in IoT-Based Smart Homes,"Sandeep Pirbhulal, Habtamu Abie, ... Basel Katt",2023,https://doi.org/10.1007/s10845-024-02453-9
"Human digital twins unlocking Society 5.0? Approaches, emerging risks and disruptions","Catarina Fontes, Dino Carpentras, Sachit Mahajan",2023,https://doi.org/10.1007/s10845-024-02453-9
Integration of Cyber-Physical Systems in the Advancement of Society 5.0 Healthcare Management,"Botle Precious Damane, Mahlatse Cordelia Kgokolo, ... Zodwa Dlamini",2023,https://doi.org/10.1007/s10845-024-02453-9
Cybersecurity for Satellite Smart Critical Infrastructure,"Ayodeji James Akande, Ernest Foo, ... Qinyi Li",2023,https://doi.org/10.1007/s10845-024-02453-9
Comparative analysis of dimensionality reduction techniques for cybersecurity in the SWaT dataset,"Mehmet Bozdal, Kadir Ileri, Ali Ozkahraman",2023,https://doi.org/10.1007/s11227-023-05511-w
Cybersecurity Challenges in Microgrids: Inverter-Based Resources and Electric Vehicles,"Tambiara Tabassum, Mohammad Reza Khalghani",2023,https://doi.org/10.1007/s11227-023-05511-w
Indoor Scene Construction Technology Based on 6G Virtual Simulation and CPS,"Li Jiang, Guojun Wang",2023,https://doi.org/10.1007/s11227-023-05511-w
Study IV: Industrial Cyber-Physical Systems in a Holistic Perspective,Sascha Julian Oks,2023,https://doi.org/10.1007/s11227-023-05511-w
Monitoring Cyber-Physical Systems Using a Tiny Twin to Prevent Cyber-Attacks,"Fereidoun Moradi, Maryam Bagheri, ... Marjan Sirjani",2023,https://doi.org/10.1007/s11227-023-05511-w
On specification-based cyber-attack detection in smart grids,"Ömer Sen, Dennis van der Velde, ... Martin Henze",2023,https://doi.org/10.1007/s11227-023-05511-w
Cyber Digital Twin with Deep Learning Model for Enterprise Products Management,Ziqian Wang,2023,https://doi.org/10.1007/s11227-023-05511-w
Cyber-Physical Systems as an Enabler of Circular Economy to Achieve Sustainable Development Goals: A Comprehensive Review,"Aser Alaa Ahmed, Mohammad A. Nazzal, Basil M. Darras",2023,https://doi.org/10.1007/s11227-023-05511-w
Analysis of cyber security knowledge gaps based on cyber security body of knowledge,"Cagatay Catal, Alper Ozcan, ... Ahmet Kasif",2023,https://doi.org/10.1007/s11227-023-05511-w
Building a cloud-based digital twin for remote monitoring and control of a robotic assembly system,"Md Tahmid Bin Touhid, Mrunal Marne, ... Sheng Yang",2023,https://doi.org/10.1007/s11227-023-05511-w
Comprehensive analysis of digital twins in smart cities: a 4200-paper bibliometric study,"Rasha F. El-Agamy, Hanaa A. Sayed, ... Mostafa Elhosseini",2023,https://doi.org/10.1007/s11227-023-05511-w
Digital Twin and Manufacturing,"Ozgu Can, Aytug Turkmen",2023,https://doi.org/10.1007/s11227-023-05511-w
"Industrial internet of things in intelligent manufacturing: a review, approaches, opportunities, open challenges, and future directions","Priyanshi Gupta, Chaitanya Krishna, ... Vishjit Chandramohan",2023,https://doi.org/10.1007/s11227-023-05511-w
Industry 5.0 or industry 4.0S? Introduction to industry 4.0 and a peek into the prospective industry 5.0 technologies,"Abirami Raja Santhi, Padmakumar Muthuswamy",2023,https://doi.org/10.1007/s11227-023-05511-w
Emerging Challenges in the Sustainable Manufacturing System: From Industry 4.0 to Industry 5.0,"Firdoos Afzal Bhat, Saad Parvez",2023,https://doi.org/10.1007/s11227-023-05511-w
Digital Twin for Cybersecurity: Towards Enhancing Cyber Resilience,"Rajiv Faleiro, Lei Pan, ... Robin Doss",2023,https://doi.org/10.1007/s11227-023-05511-w
Navigating contemporary challenges and future prospects in digital industry evolution,"Maryam Gallab, Mario Di Nardo, Lina Naciri",2023,https://doi.org/10.1007/s11227-023-05511-w
Emerging Trends and Future Directions of the Industrial Internet of Things,"P. Naidoo, M. Sibanda",2023,https://doi.org/10.1007/s11227-023-05511-w
Cybersecurity Threat Modeling and Mitigation Using the Digital Twin,Lee Harrison,2023,https://doi.org/10.1007/s11227-023-05511-w
Mapping the Knowledge of Cybersecurity in the Manufacturing Industry,"Gordana Zeba, Marina Dabić, ... Tugrul U. Daim",2023,https://doi.org/10.1007/s11227-023-05511-w
Bloom’s IoT Taxonomy towards an effective Industry 4.0 education: Case study on Open-source IoT laboratory,"Ahmed Awouda, Emiliano Traini, ... Paolo Chiabert",2024,https://doi.org/10.1007/s10639-024-12468-7
Advancements in Industry 4.0 Asset Management: Interoperability and Cyber Security Challenges and Opportunities,"Usman Ahmad Usmani, Ari Happonen, Junzo Watada",2024,https://doi.org/10.1007/s10639-024-12468-7
Engineering of Digital Twins for Cyber-Physical Systems,"John Fitzgerald, Peter Gorm Larsen, ... Jim Woodcock",2024,https://doi.org/10.1007/s10639-024-12468-7
A review on digital twin application in photovoltaic energy systems: challenges and opportunities,"Kehinde Temitope Alao, Syed Ihtsham Ul Haq Gilani, ... Taiwo Onaopemipo Alao",2024,https://doi.org/10.1007/s10639-024-12468-7
Industrial Cyber-Physical Systems,Alf J. Isaksson,2024,https://doi.org/10.1007/s10639-024-12468-7
Risks in Supply Chain 4.0: A Literature Review Study,"Sevde Ceren Yildiz Ozenc, Merve Er, Seniye Umit Firat",2024,https://doi.org/10.1007/s10639-024-12468-7
"Emerging industry 4.0 and Internet of Things (IoT) technologies in the Ghanaian construction industry: sustainability, implementation challenges, and benefits","Rashid Maqbool, Mohammed Rayan Saiba, Saleha Ashfaq",2024,https://doi.org/10.1007/s10639-024-12468-7
A Critical Review of Digital Twin Confidentiality in a Smart City,"Alex Kismul, Haider Al-Khateeb, Hamid Jahankhani",2024,https://doi.org/10.1007/s10639-024-12468-7
Digital Twin Applications for Smart and Connected Cities,"Durdu Hakan Utku, Ferhat Ozgur Catak, ... Nasibeh Zohrabi",2024,https://doi.org/10.1007/s10639-024-12468-7
How Industry 4.0 technologies can contribute to plant layout design and management: a systematic literature review,"Luca Silvestri, Antonio Forcina, ... Domenico Falcone",2024,https://doi.org/10.1007/s10639-024-12468-7
A Resilience Component for a Digital Twin,"Valeria Valdés, Fatiha Zaidi, ... Wissam Mallouli",2024,https://doi.org/10.1007/s10639-024-12468-7
Towards Healthcare Digital Twin Architecture,"Mubashar Iqbal, Sabah Suhail, ... Rasheed Hussain",2024,https://doi.org/10.1007/s10639-024-12468-7
"Television shows ideation, and testing with smart digital twins to advance ratings","Jacob Hornik, Matti Rachamim",2024,https://doi.org/10.1007/s10639-024-12468-7
Application of Digital Twin for Efficient Supply Chain: Analysis of Opportunities and Challenges,"Laxmi Pandit Vishwakarma, Rajesh Kr Singh",2024,https://doi.org/10.1007/s10639-024-12468-7
Cybersecurity Technology: An Analysis of the Topic from 2011 to 2021,"Yuliia Kyrdoda, Giacomo Marzi, ... Tugrul U. Daim",2024,https://doi.org/10.1007/s10639-024-12468-7
Towards Secure Digital Twins,"Tomas Kulik, Cláudio Gomes, ... Peter Gorm Larsen",2024,https://doi.org/10.1007/s10639-024-12468-7
Cyber-Physical Wireless Networks for Smart Health Monitoring for Elderly Persons,"Yan Wu, Yue Wu, ... Ganlin Pu",2024,https://doi.org/10.1007/s10639-024-12468-7
"Digital twins, big data governance, and sustainable tourism","Eko Rahmadian, Daniel Feitosa, Yulia Virantina",2024,https://doi.org/10.1007/s10639-024-12468-7
Deep Learning for IoT “Artificial Intelligence of Things (AIoT)”,Khaled Salah Mohamed,2024,https://doi.org/10.1007/s10639-024-12468-7
Introducing Digital Twins,John Stark,2024,https://doi.org/10.1007/s11042-024-18253-5
Exploring the Opportunities of Applying Digital Twins for Intrusion Detection in Industrial Control Systems of Production and Manufacturing – A Systematic Review,"Nipuna Sankalpa Thalpage, Thebona Arachchige Dushyanthi Nisansala",2024,https://doi.org/10.1007/s11042-024-18253-5
Predictive Situation Awareness and Anomaly Forecasting in Cyber-Physical Systems,"Masoud Abbaszadeh, Weizhong Yan, Lalit K. Mestha",2024,https://doi.org/10.1007/s11042-024-18253-5
The Use of Industry 4.0 Technologies in Maintenance: A Systematic Literature Review,"Safaa Essalih, Zineb El Haouat, ... Driss Amegouz",2024,https://doi.org/10.1007/s11042-024-18253-5
Digital Twin Technology,Amy Van Looy,2024,https://doi.org/10.1007/s11042-024-18253-5
"CyberAI: A Comprehensive Summary of AI Variants, Explainable and Responsible AI for Cybersecurity",Iqbal H. Sarker,2024,https://doi.org/10.1007/s11042-024-18253-5
Improving patient centric data retrieval and cyber security in healthcare: privacy preserving solutions for a secure future,"S. Arunprasath, Suresh Annamalai",2024,https://doi.org/10.1007/s11042-024-18253-5
Digital twin and fuzzy framework for supply chain sustainability risk assessment and management in supplier selection,"Ibrahim M. Hezam, Ahmed M. Ali, ... Mohamed Abdel-Basset",2024,https://doi.org/10.1007/s11042-024-18253-5
Utilizing Digital Twin Simulation Technologies to Build ICS Cyber Ranges,"Haifeng Zhou, Mohan Li, Yanbin Sun",2024,https://doi.org/10.1007/s11042-024-18253-5
"Cloud based manufacturing: A review of recent developments in architectures, technologies, infrastructures, platforms and associated challenges","Vahid Gharibvand, Mohammad Karimzadeh Kolamroudi, ... Babak Safaei",2024,https://doi.org/10.1007/s11042-024-18253-5
Metaverse and New Cybersecurity Threats,Duygu Saracoglu,2024,https://doi.org/10.1007/s11042-024-18253-5
Supply Network 5.0 Life Cycle,Bernardo Nicoletti,2024,https://doi.org/10.1007/s11042-024-18253-5
"A correlation among industry 4.0, additive manufacturing, and topology optimization: a state-of-the-art review","Kashif Ishfaq, Muhammad Dawar Azhar Khan, ... Muhammad Asad Maqsood",2024,https://doi.org/10.1007/s11042-024-18253-5
Digital Twins and Extended Reality for Tailoring Better Adapted Cybersecurity Trainings in Critical Infrastructures,"Eloïse Zehnder, Leanne Torgersen, ... Cristoph Stahl",2024,https://doi.org/10.1007/s11042-024-18253-5
Artificial Intelligence in Industrial Internet of Things: A Concise Review of Performance Management,"Seda Balta Kaç, Süleyman Eken",2024,https://doi.org/10.1007/s11042-024-18253-5
Skills and Competencies of Industrial Employees in the Industry 5.0 Environment,"Sebastian Saniuk, Sandra Grabowska",2024,https://doi.org/10.1007/s11042-024-18253-5
"Digital twin on concepts, enabling technologies, and applications","Zhang Bing, Michael Enyan, ... Zhang Xinxing",2024,https://doi.org/10.1007/s11042-024-18253-5
Digital Twins for Enhanced Resilience: Aerospace Manufacturing Scenario,"Adrien Bécue, Martin Praddaude, ... Reda Yaich",2024,https://doi.org/10.1007/s11042-024-18253-5
"Digital Twins in Healthcare: Security, Privacy, Trust and Safety Challenges","Cecilie Solberg Jørgensen, Ankur Shukla, Basel Katt",2024,https://doi.org/10.1007/s11042-024-18253-5
IoT cybersecurity in 5G and beyond: a systematic literature review,"Sandeep Pirbhulal, Sabarathinam Chockalingam, ... Habtamu Abie",2024,https://doi.org/10.1007/s10207-024-00865-5
Adoption of industry 4.0 in different sectors: a structural review using natural language processing,"Shamneesh Sharma, Arun Malik, ... Jose Arturo Garza-Reyes",2024,https://doi.org/10.1007/s10207-024-00865-5
Security of Wireless IoT in Smart Manufacturing: Vulnerabilities and Countermeasures,"Fatima Tu Zahra, Yavuz Selim Bostanci, Mujdat Soyturk",2024,https://doi.org/10.1007/s10207-024-00865-5
Cyber-Physical Systems Digital Technologies and Applications,"Alla G. Kravets, Alexander A. Bolshakov, Maxim V. Shcherbakov",2024,https://doi.org/10.1007/s10207-024-00865-5
Smart City Security Based on a Meta-Security Framework for Digital Twins,"Keizo Sugiyama, Masataka Nakahara, ... Ayumu Kubota",2024,https://doi.org/10.1007/s10207-024-00865-5
Digital Twin: Is It Hype?,"Aslı Göksoy, Hazal Yaren Yalırsu, Özalp Vayvay",2024,https://doi.org/10.1007/s10207-024-00865-5
"Blockchain technology as an enabler for digital trust in supply chain: evolution, issues and opportunities","Vaibhav Sharma, Rajeev Agrawal, Vijaya Kumar Manupati",2024,https://doi.org/10.1007/s10207-024-00865-5
Analysing Industry 4.0 technology-solution dependencies: a support framework for successful Industry 4.0 adoption in the product generation process,"Matthias R. Guertler, David Schneider, ... Nathalie Sick",2024,https://doi.org/10.1007/s10207-024-00865-5
Industry 4.0: critical investigations and synthesis of key findings,"Moustafa Elnadi, Yasser Omar Abdallah",2024,https://doi.org/10.1007/s10207-024-00865-5
"Smart City Healthcare Cyber Physical System: Characteristics, Technologies  and Challenges",Rupali Verma,2024,https://doi.org/10.1007/s10207-024-00865-5
"Artificial Intelligence for Smart Manufacturing in Industry 5.0: Methods, Applications, and Challenges","Huu Du Nguyen, Kim Phuc Tran",2024,https://doi.org/10.1007/s10207-024-00865-5
"Security and Privacy in 5G-IIoT Smart Factories: Novel Approaches, Trends, and Challenges","Chun-Cheng Lin, Ching-Tsorng Tsai, ... Yung-Sheng Chang",2024,https://doi.org/10.1007/s10207-024-00865-5
Cost-Benefit Evaluation of Digital Twin Implementation for Pharmaceutical Lyophilization Plant,"Ramona Rubini, Rocco Cassandro, ... Michele Dassisti",2024,https://doi.org/10.1007/s10207-024-00865-5
Future Digital Twin in Infrastructure Management,"Wenjuan Wang, Qasim Zaheer, ... Wenbo Hu",2024,https://doi.org/10.1007/s10207-024-00865-5
Threats and Opportunities Related to the Internet of Things (IOT) and Specific African Healthcare Developments and Risks,"Zoltán Rajnai, Attila Máté Kovács",2024,https://doi.org/10.1007/s10207-024-00865-5
Introducing the Internet of Things (IoT),John Stark,2024,https://doi.org/10.1007/s10207-024-00865-5
Role of Metaverse in the Fourth Industrial Revolution for Providing Customer Experiences,"T. G. Vasista, Ahmad M. A. Zamil",2024,https://doi.org/10.1007/s10207-024-00865-5
The health digital twin to tackle cardiovascular disease—a review of an emerging interdisciplinary field,"Genevieve Coorey, Gemma A. Figtree, ... Julie Redfern",2024,https://doi.org/10.1007/s10207-024-00865-5
Introduction to Cyber-Physical Security and Resilience,"Masoud Abbaszadeh, Ali Zemouche",2024,https://doi.org/10.1007/s10207-024-00865-5
Digital Twin in TIM,"Wenjuan Wang, Qasim Zaheer, ... Wenbo Hu",2024,https://doi.org/10.1007/s10207-024-00865-5
Digital Twin-Enhanced Incident Response for Cyber-Physical Systems,"Allison, Smith, Mclaughlin",2023,https://doi.org/10.1145/3600160.3600195
A New Layer Structure of Cyber-Physical Systems under the Era of Digital Twin,"Qian, Guo",2024,https://doi.org/10.1145/3674974
Experimentation and Implementation of the BFT++ Cyber-Attack Resilience Mechanism for Cyber-Physical Systems,"Keppler, Karim",2024,https://doi.org/10.1145/3639570
"A References Architecture for Human Cyber Physical Systems, Part II: Fundamental Design Principles for Human-CPS Interaction","Bengler, Damm, Luedtke",2024,https://doi.org/10.1145/3622880
A Survey on Cyber-Resilience Approaches for Cyber-Physical Systems,"Segovia-Ferreira, Rubio-Hernan",2024,https://doi.org/10.1145/3652953
